"nameCountry","periodLabel"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"United States of America","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","renaissance"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","middle ages"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","16th century"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","baroque"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","17th century"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","early christian art and architecture"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Germany","byzantine art"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","renaissance"
"Russia","modern art"
"Russia","modern art"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","mannerism"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Germany","15th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","18th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","17th century"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"Italy","baroque"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"United States of America","17th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","16th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
"Italy","15th century"
